Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches,-9999
2166,Mateusz Praszelik,pl POL,MF,Hellas Verona,it Serie A,20,2000,0.3,15,0,1,7,8,2,15,1,1,100.0,3,0,14,3,Matches,ec6773f5
2167,Abdón Prats,es ESP,FW,Mallorca,es La Liga,28,1992,7.1,228,5,20,108,102,27,228,7,11,63.6,17,21,157,31,Matches,d1b060e2
2168,Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,27,1993,24.3,1628,45,360,954,325,10,1628,8,15,53.3,20,9,1064,18,Matches,51c30111
2169,Nicolas de Préville,fr FRA,FWMF,Metz,fr Ligue 1,30,1991,21.9,851,14,92,442,343,48,851,45,80,56.3,78,51,598,103,Matches,b0547a87
2170,Isaac Price,nir NIR,MF,Everton,eng Premier League,17,2003,0.2,5,0,1,2,2,2,5,0,0,,0,1,3,1,Matches,b9403c99
2171,Manuel Prietl,at AUT,MF,Arminia,de Bundesliga,29,1991,23.6,904,51,307,498,115,23,904,16,20,80.0,31,18,441,9,Matches,901c0f97
2172,Alejandro Primo,es ESP,GK,Levante,es La Liga,17,2004,1.0,26,25,26,0,0,0,26,0,0,,0,0,15,0,Matches,f38284bb
2173,Grischa Prömel,de GER,MF,Union Berlin,de Bundesliga,26,1995,26.9,1214,38,221,733,270,58,1214,16,29,55.2,53,29,707,55,Matches,924f9191
2174,Nick Proschwitz,de GER,FW,Hoffenheim,de Bundesliga,34,1986,0.3,7,0,0,3,4,3,7,0,0,,0,1,5,0,Matches,9cf4fd68
2175,Ivan Provedel,it ITA,GK,Spezia,it Serie A,27,1994,30.7,1282,1032,1267,16,0,0,1282,0,0,,1,0,568,0,Matches,277da414
2176,Javi Puado,es ESP,MFFW,Espanyol,es La Liga,23,1998,24.9,862,35,154,387,335,61,862,30,55,54.5,42,33,615,83,Matches,2683eda7
2177,Pubill,es ESP,DFMF,Levante,es La Liga,18,2003,5.7,331,9,82,130,121,13,331,4,10,40.0,15,3,196,11,Matches,365113c0
2178,Antonio Puertas,es ESP,MFFW,Granada,es La Liga,29,1992,25.1,982,34,184,428,386,63,982,31,56,55.4,56,40,637,99,Matches,c77a8043
2179,Riqui Puig,es ESP,MF,Barcelona,es La Liga,21,1999,5.4,497,2,43,290,166,9,497,5,8,62.5,9,10,424,23,Matches,f090a37a
2180,Teemu Pukki,fi FIN,FW,Norwich City,eng Premier League,31,1990,36.1,807,8,43,367,409,148,804,27,60,45.0,71,42,501,190,Matches,0745b37d
2181,Erick Pulgar,cl CHI,MF,Fiorentina,it Serie A,27,1994,3.8,264,5,53,172,45,1,264,2,3,66.7,5,2,175,1,Matches,4611e028
2182,Christian Pulisic,us USA,MFFW,Chelsea,eng Premier League,22,1998,14.3,652,7,73,254,340,67,652,25,57,43.9,50,25,502,86,Matches,1bf33a9a
2183,Afimico Pululu,fr FRA,FWMF,Greuther Fürth,de Bundesliga,22,1999,0.8,43,0,5,22,17,4,43,6,12,50.0,5,4,32,10,Matches,32c016f8
2184,Ignacio Pussetto,ar ARG,FWMF,Udinese,it Serie A,25,1995,13.4,500,16,42,226,241,60,499,25,56,44.6,40,22,333,54,Matches,62437b4f
2185,Niklas Pyyhtiä,fi FIN,MF,Bologna,it Serie A,17,2003,0.2,25,0,2,19,5,0,25,1,1,100.0,1,0,16,0,Matches,88f53b75
2186,Przemysław Płacheta,pl POL,MFFW,Norwich City,eng Premier League,23,1998,5.6,220,7,51,77,97,14,220,10,19,52.6,7,11,133,22,Matches,3c33f9d9
2187,Yacine Qasmi,ma MAR,FW,Rayo Vallecano,es La Liga,30,1991,0.0,4,0,0,2,2,0,4,0,0,,1,0,2,1,Matches,3b3cbebb
2188,Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,38,1983,18.5,653,13,47,290,322,75,652,11,23,47.8,49,26,485,137,Matches,ee4f2f3b
2189,Quini,es ESP,DF,Granada,es La Liga,31,1989,25.6,1242,99,444,507,302,26,1242,17,33,51.5,33,20,501,31,Matches,7a538238
2190,Dani Raba,es ESP,MFFW,Villarreal,es La Liga,25,1995,1.0,61,3,12,22,27,2,61,1,3,33.3,5,2,40,13,Matches,ea6a7ab4
2191,Dani Raba,es ESP,MF,Granada,es La Liga,25,1995,0.3,10,0,2,4,4,0,10,0,0,,3,3,6,2,Matches,ea6a7ab4
2192,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,26,1995,25.4,1330,74,341,682,329,54,1330,44,57,77.2,38,24,867,60,Matches,8794e251
2193,Uroš Račić,rs SRB,MF,Valencia,es La Liga,23,1998,13.4,659,33,153,379,138,13,659,14,18,77.8,19,9,370,14,Matches,faed84db
2194,Nemanja Radoja,rs SRB,MF,Levante,es La Liga,28,1993,13.5,598,40,181,344,84,7,598,11,16,68.8,22,20,362,21,Matches,b5dd3469
2195,Nemanja Radonjić,rs SRB,FW,Marseille,fr Ligue 1,25,1996,0.2,14,0,2,4,8,1,14,1,3,33.3,1,0,13,4,Matches,0630eb63
2196,Ivan Radovanović,rs SRB,DFMF,Salernitana,it Serie A,32,1988,11.7,607,59,271,277,66,15,607,1,1,100.0,4,1,372,6,Matches,023937a9
2197,Ionuț Radu,ro ROU,GK,Inter,it Serie A,24,1997,1.0,24,18,24,0,0,0,24,0,0,,1,0,15,0,Matches,67f649be
2198,Ștefan Radu,ro ROU,DF,Lazio,it Serie A,34,1986,6.2,377,35,163,174,40,2,377,1,1,100.0,5,3,231,0,Matches,53de807a
2199,Boris Radunović,rs SRB,GK,Cagliari,it Serie A,25,1996,3.0,107,101,107,0,0,0,107,0,0,,0,0,40,0,Matches,0dfce079
2200,Sidney Raebiger,de GER,MF,RB Leipzig,de Bundesliga,16,2005,0.0,2,0,0,1,1,0,2,0,0,,0,1,2,1,Matches,a8090a41
2201,Rafinha,br BRA,MF,Real Sociedad,es La Liga,28,1993,11.7,846,14,135,480,245,19,846,18,36,50.0,26,22,582,24,Matches,0c2ac3cb
2202,Rafinha,br BRA,FWMF,Paris S-G,fr Ligue 1,28,1993,2.4,228,1,13,135,82,4,228,6,9,66.7,5,2,176,10,Matches,0c2ac3cb
2203,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,29,1991,17.0,788,138,465,294,35,13,788,0,1,0.0,8,1,432,0,Matches,b857bd29
2204,Antonio Raimondo,it ITA,FW,Bologna,it Serie A,17,2004,0.8,21,1,5,7,9,5,21,0,4,0.0,1,4,15,4,Matches,ce1a6c7e
2205,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,25,1995,38.0,1369,1144,1355,12,3,1,1369,1,1,100.0,3,0,525,1,Matches,58ad9383
2206,Jesuran Rak Sakyi,eng ENG,FWMF,Crystal Palace,eng Premier League,18,2002,0.9,41,1,6,21,14,1,41,0,2,0.0,3,2,26,3,Matches,45685411
2207,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,33,1988,24.2,1892,50,403,1064,435,25,1890,8,21,38.1,31,12,1316,52,Matches,89f951b5
2208,Diant Ramaj,de GER,GK,Eint Frankfurt,de Bundesliga,19,2001,1.0,47,41,47,0,0,0,47,0,0,,0,0,21,0,Matches,b90c4a43
2209,Jonás Ramalho,es ESP,DF,Osasuna,es La Liga,28,1993,2.7,161,11,50,91,21,1,161,0,2,0.0,3,1,90,4,Matches,be3a0121
2210,Adil Rami,fr FRA,DF,Troyes,fr Ligue 1,35,1985,13.0,623,93,378,218,29,11,623,3,5,60.0,9,3,410,0,Matches,8dbff17c
2211,Sandro Ramírez,es ESP,FW,Getafe,es La Liga,26,1995,16.2,592,8,43,242,316,58,592,13,44,29.5,52,16,431,87,Matches,833fb62e
2212,Guilherme Ramos,pt POR,DF,Arminia,de Bundesliga,23,1997,10.1,606,76,289,274,51,10,606,4,6,66.7,13,6,307,5,Matches,df9c3473
2213,Sergio Ramos,es ESP,DF,Paris S-G,fr Ligue 1,35,1986,8.9,898,90,353,505,45,11,898,4,4,100.0,2,1,725,2,Matches,08511d65
2214,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,23,1998,34.0,1259,928,1246,15,0,0,1259,1,1,100.0,1,0,630,0,Matches,466fb2c5
2215,Aaron Ramsey,wls WAL,MF,Juventus,it Serie A,30,1990,1.1,67,1,20,39,8,2,67,0,0,,1,1,58,2,Matches,ef619b0b
2216,Jacob Ramsey,eng ENG,MF,Aston Villa,eng Premier League,20,2001,27.4,1359,49,247,720,406,60,1359,30,48,62.5,58,36,991,67,Matches,1544f145
2217,Luca Ranieri,it ITA,DF,Salernitana,it Serie A,22,1999,23.4,1193,93,369,566,270,21,1193,17,36,47.2,21,10,641,29,Matches,8c63fae5
2218,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,33,1988,3.8,234,43,126,104,7,3,234,0,0,,2,0,157,0,Matches,539230cf
2219,Raphinha,br BRA,MFFW,Leeds United,eng Premier League,24,1996,32.4,1766,46,248,744,805,128,1762,62,146,42.5,99,35,1173,196,Matches,3423f250
2220,Tobias Raschl,de GER,MF,Greuther Fürth,de Bundesliga,21,2000,6.6,329,5,62,218,56,7,329,9,15,60.0,19,13,225,9,Matches,bd992863
2221,Elba Rashani,xk KVX,MFFW,Clermont Foot,fr Ligue 1,28,1993,19.5,821,32,152,363,319,62,821,19,35,54.3,53,30,540,86,Matches,25749008
2222,Marcus Rashford,eng ENG,MFFW,Manchester Utd,eng Premier League,23,1997,13.7,566,6,50,217,309,69,566,22,53,41.5,39,26,457,91,Matches,a1d5bd30
2223,Milot Rashica,xk KVX,MFFW,Norwich City,eng Premier League,25,1996,24.8,894,38,177,314,423,58,894,16,73,21.9,68,38,546,96,Matches,6c6a3300
2224,Giacomo Raspadori,it ITA,MFFW,Sassuolo,it Serie A,21,2000,30.4,1344,24,177,607,574,112,1344,35,60,58.3,88,48,989,170,Matches,6e058f06
2225,Raúl,es ESP,MFDF,Betis,es La Liga,20,2000,0.0,1,0,0,0,1,0,1,0,0,,0,0,1,0,Matches,18f0a9f0
2226,David Raum,de GER,DFFW,Hoffenheim,de Bundesliga,23,1998,30.6,2251,74,588,879,807,69,2251,33,67,49.3,44,15,1329,96,Matches,7d450ed3
2227,Nicola Ravaglia,it ITA,GK,Sampdoria,it Serie A,32,1988,0.1,5,4,5,0,0,0,5,0,0,,0,0,2,0,Matches,d7a35008
2228,David Raya,es ESP,GK,Brentford,eng Premier League,25,1995,24.0,1143,878,1110,33,0,0,1143,0,0,,2,0,575,0,Matches,98ea5115
2229,Ante Rebić,hr CRO,MFFW,Milan,it Serie A,27,1993,9.9,435,6,20,139,282,72,435,16,38,42.1,33,16,318,73,Matches,536cebe5
2230,Arkadiusz Reca,pl POL,DF,Spezia,it Serie A,26,1995,19.7,1077,83,425,437,227,10,1077,12,23,52.2,37,8,553,18,Matches,6213fd82
2231,Lluís Recasens,es ESP,DF,Espanyol,es La Liga,19,2002,0.5,15,5,9,6,0,0,15,0,0,,0,0,6,0,Matches,c31ea173
2232,Nathan Redmond,eng ENG,MFFW,Southampton,eng Premier League,27,1994,20.4,915,24,135,351,442,43,915,21,39,53.8,28,15,600,89,Matches,ab651565
2233,Sergio Reguilón,es ESP,DFMF,Tottenham,eng Premier League,24,1996,21.3,1223,68,342,471,422,50,1223,19,46,41.3,30,13,751,69,Matches,3353737a
2234,Manolo Reina,es ESP,GK,Mallorca,es La Liga,36,1985,21.0,686,578,685,1,0,0,686,0,0,,1,0,216,0,Matches,605eb473
2235,Pepe Reina,es ESP,GK,Lazio,it Serie A,38,1982,15.0,556,485,554,2,0,0,556,0,0,,0,0,286,0,Matches,e358587b
2236,Jeff Reine-Adélaïde,fr FRA,MFDF,Lyon,fr Ligue 1,23,1998,2.2,190,5,33,115,42,9,190,5,11,45.5,2,5,149,15,Matches,d504b3e1
2237,Reinier,br BRA,MFFW,Dortmund,de Bundesliga,19,2002,1.8,100,0,10,68,25,3,100,5,5,100.0,2,7,73,12,Matches,6b21b7b5
2238,Karim Rekik,nl NED,DF,Sevilla,es La Liga,26,1994,12.2,862,61,395,395,81,13,862,5,8,62.5,17,5,632,8,Matches,3376a776
2239,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,26,1995,35.0,1333,1198,1324,9,0,0,1333,0,0,,1,0,633,0,Matches,374ee424
2240,Panagiotis Retsos,gr GRE,DF,Hellas Verona,it Serie A,22,1998,0.6,29,3,10,12,7,1,29,0,0,,2,0,11,1,Matches,4bd00a50
2241,Panagiotis Retsos,gr GRE,DFMF,Leverkusen,de Bundesliga,22,1998,0.4,15,2,7,7,1,1,15,1,1,100.0,0,0,11,0,Matches,4bd00a50
2242,Marco Reus,de GER,MFFW,Dortmund,de Bundesliga,32,1989,27.8,1566,52,194,751,628,109,1566,28,66,42.4,62,33,1161,169,Matches,36a3ff67
2243,Elvis Rexhbeçaj,de GER,MF,Bochum,de Bundesliga,23,1997,28.2,1112,35,216,612,298,27,1112,17,37,45.9,63,31,600,61,Matches,1ae836b1
2244,Gio Reyna,us USA,MF,Dortmund,de Bundesliga,18,2002,4.9,312,4,46,131,139,19,312,6,13,46.2,12,13,224,27,Matches,7fa4e703
2245,Bryan Reynolds,us USA,DF,Roma,it Serie A,20,2001,0.0,4,0,2,1,1,0,4,0,0,,0,0,1,0,Matches,2306bf5c
2246,Nico Ribaudo,es ESP,MF,Espanyol,es La Liga,20,2001,12.4,567,7,84,277,211,30,567,23,39,59.0,31,18,433,46,Matches,ce8039aa
2247,Tiago Ribeiro,pt POR,MF,Monaco,fr Ligue 1,19,2002,0.0,2,0,0,1,1,0,2,0,0,,0,0,2,0,Matches,507d7569
2248,Franck Ribéry,fr FRA,MFFW,Salernitana,it Serie A,38,1983,15.8,852,3,80,402,381,58,852,28,63,44.4,70,52,611,72,Matches,f61c7c4e
2249,Samuele Ricci,it ITA,MF,Torino,it Serie A,19,2001,8.0,467,27,92,310,71,5,467,4,7,57.1,6,3,339,10,Matches,9823be92
2250,Samuele Ricci,it ITA,MF,Empoli,it Serie A,19,2001,17.0,1075,52,292,671,124,2,1075,9,11,81.8,10,12,747,13,Matches,9823be92
2251,Declan Rice,eng ENG,MF,West Ham,eng Premier League,22,1999,35.3,2543,126,639,1545,400,51,2543,50,72,69.4,26,20,1774,32,Matches,1c7012b8
2252,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21,2000,14.5,1145,110,540,563,45,16,1145,4,4,100.0,8,2,755,5,Matches,0a3d6d2b
2253,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21,2000,0.0,4,0,3,1,0,0,4,0,0,,0,0,3,0,Matches,0a3d6d2b
2254,Omar Richards,eng ENG,DF,Bayern Munich,de Bundesliga,23,1998,4.9,413,12,105,185,131,9,413,11,15,73.3,8,5,283,24,Matches,f9b1b7bf
2255,Taylor Richards,eng ENG,MF,Brighton,eng Premier League,20,2000,0.3,32,0,0,18,14,0,32,0,1,0.0,0,0,25,4,Matches,e0243d23
2256,Richarlison,br BRA,FWMF,Everton,eng Premier League,24,1997,28.0,992,37,137,346,528,134,989,40,82,48.8,93,54,649,122,Matches,fa031b34
2257,Marco Richter,de GER,MFFW,Hertha BSC,de Bundesliga,23,1997,18.9,831,26,162,343,338,51,831,16,46,34.8,69,35,517,73,Matches,f972644c
2258,Diego Rico,es ESP,DF,Real Sociedad,es La Liga,28,1993,18.3,1337,66,432,569,356,11,1337,12,29,41.4,26,7,717,23,Matches,d9ba39fc
2259,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27,1993,14.0,383,325,382,1,0,0,383,0,0,,0,0,132,0,Matches,5f0241b2
2260,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27,1993,0.3,10,9,10,0,0,0,10,0,0,,0,0,4,0,Matches,5f0241b2
2261,Jaïro Riedewald,nl NED,MF,Crystal Palace,eng Premier League,24,1996,1.3,66,3,20,37,12,1,66,1,2,50.0,1,1,43,2,Matches,7a1f2c08
2262,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,32,1988,31.0,1732,1185,1659,74,1,1,1731,0,0,,1,0,872,0,Matches,9f941969
2263,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33,1988,1.8,111,5,22,70,20,1,111,3,3,100.0,4,0,61,1,Matches,f1cfc209
2264,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33,1988,13.0,679,24,177,417,96,5,679,16,19,84.2,11,13,479,14,Matches,f1cfc209
2265,Luis Rioja,es ESP,MFFW,Alavés,es La Liga,27,1993,34.6,1305,18,203,445,696,89,1305,70,130,53.8,99,51,803,120,Matches,eb3dd471
2266,Renaud Ripart,fr FRA,MFFW,Troyes,fr Ligue 1,28,1993,21.0,940,32,157,452,344,60,940,23,48,47.9,53,35,680,117,Matches,beae3a73
2267,Mihailo Ristić,rs SRB,DF,Montpellier,fr Ligue 1,25,1995,20.0,1259,79,408,583,285,16,1259,28,41,68.3,28,20,706,46,Matches,ea0aa7e0
2268,Matt Ritchie,sct SCO,DF,Newcastle Utd,eng Premier League,31,1989,14.9,820,42,254,338,235,7,820,4,6,66.7,11,5,408,11,Matches,71ef519e
2269,Maxence Rivera,fr FRA,FW,Saint-Étienne,fr Ligue 1,19,2002,0.1,2,0,2,0,0,0,2,0,0,,0,0,1,0,Matches,46a7b605
2270,Rober,es ESP,DF,Levante,es La Liga,26,1995,22.3,1271,160,715,502,72,15,1271,5,6,83.3,16,3,746,5,Matches,c00097d2
2271,Sergi Roberto,es ESP,MFDF,Barcelona,es La Liga,29,1992,4.4,281,9,50,154,80,8,281,3,3,100.0,5,2,204,10,Matches,335fa267
2272,Connor Roberts,wls WAL,DF,Burnley,eng Premier League,25,1995,18.8,1031,76,293,478,268,18,1031,6,12,50.0,10,6,501,28,Matches,24fae784
2273,Patrick Roberts,eng ENG,MF,Troyes,fr Ligue 1,24,1997,0.2,10,0,1,5,4,1,10,0,0,,2,1,6,0,Matches,59d93937
2274,Tyler Roberts,wls WAL,MFFW,Leeds United,eng Premier League,22,1999,11.0,426,13,63,194,174,38,426,12,22,54.5,26,14,290,55,Matches,6c17e046
2275,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,27,1994,28.2,2535,77,525,1168,868,88,2535,13,23,56.5,24,15,1730,130,Matches,2e4f5f03
2276,Marc Roca,es ESP,MF,Bayern Munich,de Bundesliga,24,1996,4.2,339,6,69,199,72,4,339,3,6,50.0,8,3,233,3,Matches,da27e268
2277,Rubén Rochina,es ESP,MFFW,Granada,es La Liga,30,1991,8.3,486,10,69,260,168,4,486,14,19,73.7,26,16,329,25,Matches,ecd8c01e
2278,Cimo Röcker,de GER,DF,Hertha BSC,de Bundesliga,27,1994,0.2,19,3,11,7,1,1,19,0,0,,0,0,14,1,Matches,611b1aae
2279,Enzo Roco,cl CHI,DF,Elche,es La Liga,28,1992,28.4,1433,215,843,554,44,18,1433,5,10,50.0,15,2,799,7,Matches,37f827ec
2280,Stian Rode Gregersen,no NOR,DF,Bordeaux,fr Ligue 1,26,1995,21.7,1158,167,678,429,59,13,1158,5,7,71.4,8,7,704,6,Matches,5f011e05
2281,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,30,1990,8.4,495,18,99,310,88,9,495,3,3,100.0,8,7,300,16,Matches,e12b0b5b
2282,Joe Rodon,wls WAL,DF,Tottenham,eng Premier League,23,1997,1.0,46,12,19,27,0,0,46,0,0,,0,0,24,0,Matches,8d62d31a
2283,Rodri,es ESP,MF,Manchester City,eng Premier League,25,1996,32.0,3173,91,587,1985,622,58,3173,12,22,54.5,18,23,2421,46,Matches,6434f10d
2284,Rodrigo,es ESP,MFFW,Leeds United,eng Premier League,30,1991,25.2,1156,29,160,568,437,77,1155,22,42,52.4,74,27,855,154,Matches,1fb1c435
2285,Rodrigo,es ESP,MF,Betis,es La Liga,21,2000,9.8,506,10,69,233,212,31,506,16,26,61.5,14,11,400,50,Matches,85bed4ee
2286,Gerson Rodrigues,lu LUX,FWMF,Troyes,fr Ligue 1,26,1995,9.4,360,2,27,188,151,24,360,8,30,26.7,46,36,278,55,Matches,3814b753
2287,Kévin Rodrigues,pt POR,DFMF,Rayo Vallecano,es La Liga,27,1994,4.8,288,12,88,148,56,2,288,2,4,50.0,11,5,131,7,Matches,f1bed920
2288,Ángel Rodríguez,es ESP,FWMF,Mallorca,es La Liga,34,1987,17.2,442,17,56,198,198,62,442,13,23,56.5,45,21,286,82,Matches,8cfc2f69
2289,Óscar Rodríguez Arnaiz,es ESP,MFFW,Getafe,es La Liga,23,1998,10.5,534,11,87,288,166,11,534,10,19,52.6,20,12,343,22,Matches,19709006
2290,Óscar Rodríguez Arnaiz,es ESP,MFFW,Sevilla,es La Liga,23,1998,4.6,276,9,46,125,109,15,276,12,20,60.0,14,4,210,30,Matches,19709006
2291,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,33,1988,31.5,1337,32,191,643,537,84,1337,60,100,60.0,88,81,865,110,Matches,70f8e0bd
2292,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,27,1994,28.1,1778,105,585,1045,161,11,1778,18,27,66.7,25,17,1091,13,Matches,34e393f2
2293,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,32,1989,15.4,492,16,73,203,220,54,492,8,15,53.3,29,13,332,57,Matches,4ab53cdb
2294,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,28,1992,27.5,1672,89,588,867,227,6,1672,5,5,100.0,8,2,1090,11,Matches,7f78ad23
2295,Rodrygo,br BRA,FWMF,Real Madrid,es La Liga,20,2001,16.9,887,3,88,313,495,103,887,27,58,46.6,48,15,689,117,Matches,8f5e92a6
2296,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,22,1999,13.8,488,45,186,178,126,11,488,4,15,26.7,9,4,258,25,Matches,57c94db2
2297,Marko Rog,hr CRO,MF,Cagliari,it Serie A,26,1995,3.5,188,4,25,89,77,4,188,4,9,44.4,6,7,122,8,Matches,b6b2b820
2298,Rogério,br BRA,DF,Sassuolo,it Serie A,23,1998,19.2,1293,67,408,596,308,18,1293,14,25,56.0,19,16,877,30,Matches,10e7f486
2299,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,26,1995,15.7,1139,116,498,603,43,21,1139,2,2,100.0,3,0,786,4,Matches,3ead85f9
2300,Simone Romagnoli,it ITA,DF,Empoli,it Serie A,31,1990,16.6,981,184,528,423,34,13,981,1,1,100.0,4,2,509,1,Matches,09899de8
2301,Leonardo Román,es ESP,GK,Mallorca,es La Liga,21,2000,2.0,75,63,75,0,0,0,75,1,1,100.0,0,0,26,0,Matches,924ff27e
2302,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,23,1998,20.5,1575,229,812,683,98,21,1575,9,14,64.3,14,5,1041,8,Matches,a3d94a58
2303,Iván Romero,es ESP,FW,Sevilla,es La Liga,20,2001,2.0,56,0,1,26,29,7,56,3,9,33.3,6,6,43,14,Matches,2fbe6af0
2304,Luka Romero,ar ARG,FW,Lazio,it Serie A,16,2004,0.9,46,0,2,18,28,1,46,2,3,66.7,2,0,34,6,Matches,ca6edaa0
2305,Sergio Romero,ar ARG,GK,Venezia,it Serie A,34,1987,16.0,654,581,650,4,0,0,654,0,0,,0,0,254,0,Matches,1e26e376
2306,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,29,1991,32.1,2008,82,433,1218,380,51,2008,30,40,75.0,42,16,1242,30,Matches,4b511457
2307,Cristiano Ronaldo,pt POR,FW,Manchester Utd,eng Premier League,36,1985,27.3,1159,30,102,495,568,168,1156,20,32,62.5,50,30,943,180,Matches,dea698d9
2308,Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,36,1985,0.3,14,0,1,8,7,2,14,1,1,100.0,0,0,11,3,Matches,dea698d9
2309,Salomón Rondón,ve VEN,FW,Everton,eng Premier League,31,1989,8.8,278,12,30,110,139,42,278,4,10,40.0,25,10,202,41,Matches,b318a643
2310,Valentin Rongier,fr FRA,MFDF,Marseille,fr Ligue 1,26,1994,24.4,2173,35,454,1318,427,26,2173,30,47,63.8,28,15,1607,50,Matches,ed45c4a5
2311,Marten de Roon,nl NED,MFDF,Atalanta,it Serie A,30,1991,28.3,1949,72,505,1132,325,19,1949,5,10,50.0,13,7,1230,22,Matches,2a1beb34
2312,Unai Ropero,es ESP,MF,Alavés,es La Liga,19,2001,0.1,4,0,1,3,0,0,4,0,0,,1,1,4,2,Matches,7868c973
2313,Pablo Rosario,nl NED,MF,Nice,fr Ligue 1,24,1997,30.3,1993,72,354,1361,291,15,1993,19,30,63.3,35,19,1434,21,Matches,1a6b7ea4
2314,Romario Rösch,de GER,MF,Mainz 05,de Bundesliga,22,1999,0.0,3,0,0,0,3,0,3,0,1,0.0,1,0,2,0,Matches,87ebfdb8
2315,Danny Rose,eng ENG,DF,Watford,eng Premier League,31,1990,7.7,402,31,138,172,99,3,402,9,15,60.0,10,1,174,8,Matches,89d10e53
2316,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,30,1991,0.4,17,17,17,0,0,0,17,0,0,,0,0,10,0,Matches,7b5f516f
2317,Tom Rothe,de GER,DF,Dortmund,de Bundesliga,16,2004,1.0,70,2,20,29,21,2,70,1,3,33.3,0,0,40,4,Matches,90c1f9a4
2318,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,28,1993,19.7,1099,57,266,574,271,22,1099,30,53,56.6,29,17,644,50,Matches,13203c45
2319,Nicolò Rovella,it ITA,MF,Genoa,it Serie A,19,2001,16.3,1131,34,217,632,300,9,1131,16,28,57.1,20,16,682,27,Matches,e58cbfd5
2320,Jon Rowe,eng ENG,MFFW,Norwich City,eng Premier League,18,2003,2.5,112,2,17,47,49,7,112,4,13,30.8,6,10,75,15,Matches,8c12f884
2321,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,27,1994,32.5,2241,268,1085,1089,74,31,2241,5,6,83.3,10,7,1580,2,Matches,4b3e1a38
2322,Ruan,br BRA,DF,Sassuolo,it Serie A,22,1999,2.4,156,34,79,60,19,2,156,7,10,70.0,2,2,61,1,Matches,a378a02a
2323,Rubén,es ESP,DF,Espanyol,es La Liga,20,2001,1.7,91,7,38,33,21,1,91,3,3,100.0,4,1,49,3,Matches,35d4f151
2324,John Ruddy,eng ENG,GK,Wolves,eng Premier League,34,1986,1.5,39,37,39,0,0,0,39,0,0,,0,0,11,0,Matches,da8b19e2
2325,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,28,1993,33.7,2812,210,1013,1519,296,47,2812,6,12,50.0,20,8,2182,15,Matches,18b896d6
2326,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,31,1990,8.6,485,13,100,270,121,9,485,3,4,75.0,10,8,311,24,Matches,80f36c88
2327,Daniele Rugani,it ITA,DF,Juventus,it Serie A,27,1994,9.8,630,94,327,289,16,5,630,0,0,,1,2,456,0,Matches,14b8fcdf
2328,Matteo Ruggeri,it ITA,DF,Salernitana,it Serie A,19,2002,7.5,364,40,117,157,92,10,364,3,6,50.0,9,3,198,3,Matches,ae9898c5
2329,Mário Rui,pt POR,DF,Napoli,it Serie A,30,1991,33.2,2717,102,756,1344,635,53,2717,14,24,58.3,25,14,1892,68,Matches,0b5a292a
2330,Aitor Ruibal,es ESP,MFDF,Betis,es La Liga,25,1996,9.5,463,9,73,196,200,25,463,13,26,50.0,24,11,326,48,Matches,a55d8df5
2331,Isma Ruiz,es ESP,MF,Granada,es La Liga,20,2001,3.1,149,3,33,94,24,3,149,2,2,100.0,1,1,92,3,Matches,6e36226f
