Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches,-9999
675,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,26,1995,11.1,843,104,453,383,9,6,843,2,2,100.0,3,1,629,1,Matches,47af88b8
676,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,26,1995,21.7,1022,59,280,542,203,33,1022,5,10,50.0,25,9,648,37,Matches,5a7301ae
677,Emmanuel Dennis,ng NGA,FWMF,Watford,eng Premier League,23,1997,28.7,1064,22,134,412,543,125,1064,68,156,43.6,107,63,695,115,Matches,2c44a35d
678,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24,1997,7.8,361,22,76,149,146,16,361,8,11,72.7,8,6,178,14,Matches,d97f2e8d
679,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24,1997,1.2,52,2,14,21,18,2,52,1,2,50.0,5,0,29,4,Matches,d97f2e8d
680,Memphis Depay,nl NED,FWMF,Barcelona,es La Liga,27,1994,20.6,1166,7,51,434,690,125,1161,45,74,60.8,76,34,916,202,Matches,8f696594
681,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,28,1992,0.2,5,2,4,1,0,0,5,0,0,,0,0,2,0,Matches,25f50295
682,Arthur Desmas,fr FRA,GK,Clermont Foot,fr Ligue 1,27,1994,14.5,440,382,439,1,0,0,440,0,0,,0,0,181,0,Matches,e8c5dd4d
683,Sergiño Dest,us USA,DFFW,Barcelona,es La Liga,20,2000,16.8,1160,27,250,522,409,47,1160,37,66,56.1,33,24,840,64,Matches,5976f83e
684,Mattia Destro,it ITA,FW,Genoa,it Serie A,30,1991,19.4,561,15,44,290,229,80,561,11,26,42.3,66,25,402,74,Matches,d7d32194
685,Gerard Deulofeu,es ESP,FWMF,Udinese,it Serie A,27,1994,29.1,1401,13,77,434,904,177,1400,50,117,42.7,100,44,969,161,Matches,39583cfd
686,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,22,1998,23.4,1504,47,285,750,492,40,1504,30,49,61.2,56,46,1070,75,Matches,5c74c0f5
687,Jacopo Dezi,it ITA,MF,Venezia,it Serie A,29,1992,0.2,30,0,1,19,11,1,30,1,2,50.0,0,0,20,1,Matches,e921b9db
688,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,32,1988,0.4,8,0,0,6,2,1,8,0,0,,2,0,8,1,Matches,ef94dc2f
689,Federico Di Francesco,it ITA,FWMF,Empoli,it Serie A,27,1994,15.2,546,8,48,197,304,68,546,13,35,37.1,39,31,395,105,Matches,1fca9171
690,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,27,1993,31.9,2547,102,675,1268,624,79,2547,20,46,43.5,24,26,1768,95,Matches,230a2fac
691,Ángel Di María,ar ARG,FWMF,Paris S-G,fr Ligue 1,33,1988,18.3,1376,11,103,545,746,83,1376,31,61,50.8,46,16,1120,134,Matches,19cda00b
692,Francesco Di Mariano,it ITA,FW,Venezia,it Serie A,25,1996,0.7,18,1,1,6,11,1,18,0,2,0.0,0,0,14,3,Matches,35a2557c
693,Francesco Di Tacchio,it ITA,MF,Salernitana,it Serie A,31,1990,13.9,681,43,168,437,83,7,681,6,10,60.0,17,7,369,5,Matches,b5c3ff9f
694,Boulaye Dia,sn SEN,FW,Villarreal,es La Liga,24,1996,14.1,370,3,35,152,190,75,370,11,21,52.4,33,21,287,89,Matches,244bc2c8
695,Moussa Diaby,fr FRA,MFFW,Leverkusen,de Bundesliga,22,1999,30.7,1294,6,98,594,629,128,1293,56,129,43.4,71,30,1021,191,Matches,aeed5c06
696,Yadaly Diaby,fr FRA,MFFW,Clermont Foot,fr Ligue 1,20,2000,0.7,30,1,4,14,13,5,30,1,3,33.3,2,1,20,4,Matches,5630a6e0
697,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,24,1996,21.6,974,154,506,418,60,20,974,13,19,68.4,15,4,442,5,Matches,d2110326
698,Ibrahim Diakité,gn GUI,MF,Reims,fr Ligue 1,17,2003,0.0,3,0,2,1,0,0,3,0,0,,0,0,1,0,Matches,d8c19a60
699,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,25,1996,9.7,789,51,236,414,148,7,789,19,26,73.1,13,6,580,10,Matches,fc62f087
700,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,26,1995,17.1,566,25,51,240,280,87,564,17,33,51.5,69,24,433,123,Matches,6605d143
701,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,22,1999,11.4,551,23,95,319,145,10,551,16,21,76.2,18,13,358,17,Matches,11ff3d56
702,Mouhamadou Diarra,sn SEN,MF,Strasbourg,fr Ligue 1,17,2004,1.2,68,0,2,56,10,0,68,1,1,100.0,0,2,48,1,Matches,6d0fe035
703,Stéphane Diarra,fr FRA,MFFW,Lorient,fr Ligue 1,22,1998,5.8,271,1,26,121,134,24,271,15,31,48.4,12,11,185,40,Matches,29939a1d
704,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,24,1997,26.7,2466,151,775,1607,90,33,2466,2,4,50.0,9,3,1975,4,Matches,31c69ef1
705,Krepin Diatta,sn SEN,MFDF,Monaco,fr Ligue 1,22,1999,3.2,138,2,13,61,66,13,138,6,7,85.7,9,3,98,15,Matches,8104e41e
706,Amadou Diawara,gn GUI,MF,Roma,it Serie A,24,1997,1.9,82,3,22,51,9,0,82,1,1,100.0,0,0,49,0,Matches,bf309d24
707,Brahim Díaz,es ESP,MF,Milan,it Serie A,21,1999,20.6,938,8,59,490,411,59,938,45,88,51.1,64,39,709,103,Matches,407feb71
708,Javier Díaz,es ESP,GK,Sevilla,es La Liga,24,1997,1.0,35,32,35,0,0,0,35,0,0,,0,0,23,0,Matches,17a1299d
709,Luis Díaz,co COL,FW,Liverpool,eng Premier League,24,1997,10.6,591,4,30,218,348,77,591,31,49,63.3,27,26,472,84,Matches,4a1a9578
710,Víctor Díaz,es ESP,DF,Granada,es La Liga,33,1988,16.7,849,116,442,355,58,13,849,4,8,50.0,5,0,461,4,Matches,3624ce4c
711,Daniel Didavi,de GER,MFFW,Stuttgart,de Bundesliga,31,1990,3.1,146,1,13,68,68,8,146,5,7,71.4,9,6,104,23,Matches,d3096421
712,Bamba Dieng,sn SEN,FWMF,Marseille,fr Ligue 1,21,2000,10.8,311,7,32,110,171,66,310,5,17,29.4,25,13,228,75,Matches,40774c6b
713,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,27,1994,34.1,2609,421,1451,1111,57,23,2609,1,2,50.0,5,2,1971,7,Matches,ac861941
714,Elhadji Dieye,sn SEN,MFFW,Saint-Étienne,fr Ligue 1,19,2002,0.4,23,0,4,10,9,4,23,1,3,33.3,3,1,11,2,Matches,6a04bb7c
715,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,28,1993,14.1,964,63,282,330,359,21,964,3,13,23.1,13,13,540,44,Matches,1b84dbe1
716,Lucas Digne,fr FRA,DF,Everton,eng Premier League,28,1993,13.0,813,44,272,305,247,15,813,8,17,47.1,9,6,387,22,Matches,1b84dbe1
717,Mitchell Dijks,nl NED,DFFW,Bologna,it Serie A,28,1993,7.7,418,18,146,155,124,13,418,12,28,42.9,12,4,249,9,Matches,0a3065c8
718,Javairô Dilrosun,nl NED,MFFW,Bordeaux,fr Ligue 1,23,1998,19.2,790,6,63,371,371,43,790,46,71,64.8,38,24,554,87,Matches,34a0f5ff
719,Javairô Dilrosun,nl NED,MF,Hertha BSC,de Bundesliga,23,1998,1.5,51,1,14,28,11,0,51,2,4,50.0,3,3,34,2,Matches,34a0f5ff
720,Federico Dimarco,it ITA,DF,Inter,it Serie A,23,1997,15.9,1345,61,355,578,428,40,1344,10,16,62.5,14,10,927,71,Matches,970b8574
721,Landry Dimata,be BEL,FWMF,Espanyol,es La Liga,23,1997,6.0,164,8,14,80,71,20,164,6,10,60.0,24,10,129,31,Matches,b5f63410
722,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,27,1993,30.8,1017,871,1010,7,0,0,1017,0,0,,0,0,366,0,Matches,fc70e345
723,Junior Dina Ebimbe,fr FRA,MF,Paris S-G,fr Ligue 1,20,2000,3.5,254,3,45,169,41,3,254,6,10,60.0,7,6,211,7,Matches,95bb6ddc
724,Tristan Dingomé,cm CMR,MFFW,Troyes,fr Ligue 1,30,1991,12.0,635,8,84,324,234,24,635,11,14,78.6,15,16,452,70,Matches,92b56413
725,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,20,2001,6.4,538,55,251,275,13,5,538,1,2,50.0,5,0,417,0,Matches,6de23ab0
726,Issa Diop,fr FRA,DF,West Ham,eng Premier League,24,1997,10.7,569,80,309,254,11,7,569,0,0,,2,1,350,1,Matches,a712ca2b
727,Sofiane Diop,fr FRA,MFFW,Monaco,fr Ligue 1,21,2000,21.6,1237,8,114,535,606,83,1237,46,83,55.4,71,34,883,153,Matches,19053e31
728,Andy Diouf,fr FRA,MF,Rennes,fr Ligue 1,18,2003,0.2,13,0,6,6,2,1,13,0,0,,1,1,7,1,Matches,9b5237b1
729,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,23,1997,0.3,35,0,11,24,1,0,35,0,0,,1,0,26,1,Matches,7f622eef
730,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,23,1998,30.2,2005,199,852,1110,56,32,2005,9,10,90.0,8,5,1371,4,Matches,ad82197c
731,Filippo Distefano,it ITA,FW,Fiorentina,it Serie A,17,2003,0.0,2,0,1,0,1,0,2,0,1,0.0,0,0,1,0,Matches,2110f96c
732,Matías Dituro,ar ARG,GK,Celta Vigo,es La Liga,34,1987,38.0,1534,1311,1521,11,2,0,1534,0,0,,2,0,717,0,Matches,b6160ad0
733,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,21,2000,25.9,1757,145,750,869,160,22,1757,14,20,70.0,28,9,1117,14,Matches,b2336681
734,Djené,tg TOG,DF,Getafe,es La Liga,29,1991,34.6,1648,186,777,781,100,12,1648,18,18,100.0,32,9,874,2,Matches,a4971d84
735,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,23,1998,5.1,244,7,33,93,121,26,244,12,29,41.4,23,9,145,14,Matches,254147d4
736,Koffi Djidji,ci CIV,DF,Torino,it Serie A,28,1992,19.3,1071,79,417,541,119,10,1071,8,13,61.5,15,9,587,3,Matches,933d3b51
737,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,26,1994,29.9,1943,176,783,1044,133,25,1943,7,16,43.8,17,7,1243,3,Matches,43e7a164
738,Bryan Djile Nokoué,cm CMR,DFMF,Saint-Étienne,fr Ligue 1,19,2002,0.6,39,2,16,16,7,0,39,0,0,,1,1,18,0,Matches,75186a6a
739,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,28,1993,25.1,1651,111,641,834,186,24,1651,4,6,66.7,18,3,1039,14,Matches,6eee05f1
740,Ouparine Djoco,sn SEN,GK,Clermont Foot,fr Ligue 1,23,1998,23.5,790,652,787,3,0,0,790,0,0,,1,0,310,0,Matches,62124972
741,Naïs Djouahra,fr FRA,MFFW,Real Sociedad,es La Liga,21,1999,2.4,126,4,16,48,63,7,126,3,7,42.9,9,5,92,11,Matches,3594a357
742,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,29,1992,6.0,238,208,237,1,0,0,238,0,0,,1,0,131,0,Matches,ac295d9e
743,Lewis Dobbin,eng ENG,FWMF,Everton,eng Premier League,18,2003,0.4,13,0,1,7,5,2,13,0,1,0.0,1,1,8,2,Matches,e814e1cf
744,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,29,1992,9.7,636,36,181,257,201,32,636,6,10,60.0,17,6,416,43,Matches,d557d734
745,Jeremy Doku,be BEL,MFFW,Rennes,fr Ligue 1,19,2002,5.2,250,2,28,96,138,19,250,36,52,69.2,28,19,191,22,Matches,fffea3e5
746,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,23,1997,16.6,418,19,40,179,205,56,416,11,21,52.4,53,18,304,87,Matches,cc83b74d
747,Jaume Doménech,es ESP,GK,Valencia,es La Liga,30,1990,3.8,115,99,113,2,0,0,115,0,0,,0,0,31,0,Matches,c9cb972b
748,Brandon Domingues,fr FRA,MFFW,Troyes,fr Ligue 1,21,2000,2.6,122,0,17,44,62,10,122,2,6,33.3,5,2,85,12,Matches,2a00c6c0
749,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,20,2001,3.8,203,24,122,79,3,2,203,1,1,100.0,2,0,120,0,Matches,3521abfe
750,Mario Dominguez,es ESP,FW,Valencia,es La Liga,17,2004,0.3,4,1,2,1,1,0,4,0,0,,0,0,2,1,Matches,d709cd5c
751,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,23,1998,22.4,1483,72,363,888,245,31,1483,14,34,41.2,34,21,904,40,Matches,20b3a502
752,John Donald,es ESP,DF,Elche,es La Liga,20,2000,2.0,111,9,54,53,5,2,111,1,1,100.0,1,0,63,1,Matches,5e95c000
753,Lee Dongjun,kr KOR,MFFW,Hertha BSC,de Bundesliga,24,1997,1.3,46,0,7,17,23,7,46,2,8,25.0,6,4,23,6,Matches,96d0b6f0
754,Anastasios Donis,gr GRE,FWMF,Reims,fr Ligue 1,24,1996,4.1,154,2,16,52,87,17,154,7,18,38.9,10,7,114,34,Matches,0f26fd24
755,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,22,1999,17.0,499,428,498,1,0,0,499,1,1,100.0,0,0,223,0,Matches,08f5afaa
756,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,23,1998,25.8,1362,81,469,784,132,0,1362,34,48,70.8,22,24,717,7,Matches,7f73bdf4
757,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,23,1997,34.0,2338,314,1148,1105,98,46,2338,4,4,100.0,18,5,1698,9,Matches,67ac5bb8
758,Jodel Dossou,bj BEN,MFFW,Clermont Foot,fr Ligue 1,29,1992,22.3,844,13,111,321,425,84,844,39,74,52.7,70,41,627,129,Matches,a1dbfcb1
759,Lohann Doucet,fr FRA,MFDF,Nantes,fr Ligue 1,18,2002,0.1,11,0,1,10,0,0,11,0,0,,0,0,6,0,Matches,dff0c299
760,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,28,1993,28.2,1386,63,330,741,337,45,1386,21,41,51.2,43,22,760,53,Matches,02b29014
761,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,21,2000,32.7,2190,47,391,1482,341,17,2190,23,32,71.9,36,29,1583,34,Matches,ce4f40c7
762,Fodé Doucouré,ml MLI,DFFW,Reims,fr Ligue 1,20,2001,1.7,100,8,41,41,19,0,100,2,2,100.0,0,0,44,1,Matches,1bfe34dc
763,Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,18,2003,0.2,4,1,2,2,0,0,4,0,0,,0,0,2,0,Matches,0512a60a
764,Kamory Doumbia,ml MLI,MFFW,Reims,fr Ligue 1,18,2003,3.9,226,10,57,112,61,9,226,6,10,60.0,18,8,152,18,Matches,9226aa22
765,Moussa Doumbia,ml MLI,FW,Reims,fr Ligue 1,26,1994,1.0,49,0,3,16,30,7,48,1,3,33.3,5,0,42,12,Matches,6481421d
766,Souleyman Doumbia,ci CIV,DFFW,Angers,fr Ligue 1,24,1996,24.7,1375,70,396,627,373,28,1375,45,86,52.3,53,24,851,69,Matches,9daeac61
767,Kieran Dowell,eng ENG,MF,Norwich City,eng Premier League,23,1997,10.1,416,6,62,170,188,13,416,7,14,50.0,13,15,283,36,Matches,2f6ec02a
768,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,23,1997,6.2,366,251,363,4,0,0,366,0,0,,0,0,246,0,Matches,085e71a7
769,Radu Drăgușin,ro ROU,DF,Sampdoria,it Serie A,19,2002,6.9,340,44,156,143,45,2,340,1,1,100.0,2,4,131,4,Matches,620922ed
770,Radu Drăgușin,ro ROU,DF,Salernitana,it Serie A,19,2002,5.4,214,36,108,102,9,2,214,0,1,0.0,3,0,96,1,Matches,620922ed
771,Cody Drameh,eng ENG,DFMF,Leeds United,eng Premier League,19,2001,1.4,97,4,39,39,19,2,97,2,4,50.0,5,0,45,2,Matches,e0d1510a
772,Julian Draxler,de GER,FWMF,Paris S-G,fr Ligue 1,27,1993,6.1,346,5,30,183,137,19,346,10,16,62.5,6,7,290,46,Matches,1a992676
773,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32,1989,16.0,453,392,450,3,0,0,453,0,0,,0,0,156,0,Matches,fbf83734
774,Domingos Duarte,pt POR,DF,Granada,es La Liga,26,1995,18.7,903,139,491,395,23,14,903,2,3,66.7,6,1,485,3,Matches,93090f69
775,Óscar Duarte,cr CRC,DF,Levante,es La Liga,32,1989,19.7,1172,206,684,465,30,25,1172,1,2,50.0,5,1,703,1,Matches,aa0ac32d
776,Rubén Duarte,es ESP,DF,Alavés,es La Liga,25,1995,29.1,1650,99,529,732,403,18,1650,5,9,55.6,20,7,692,17,Matches,1fe0492d
777,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,26,1994,19.4,1543,55,372,783,403,22,1543,12,24,50.0,21,11,1029,56,Matches,ff0ab48c
778,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,32,1989,26.0,897,690,889,9,0,0,897,0,0,,0,0,324,0,Matches,3a949a25
779,Ondrej Duda,sk SVK,MF,Köln,de Bundesliga,26,1994,17.9,893,17,85,485,337,47,893,37,66,56.1,66,24,594,78,Matches,79ca3e23
780,Jeremy Dudziak,tn TUN,MFFW,Greuther Fürth,de Bundesliga,25,1995,12.6,464,4,57,226,190,32,464,14,33,42.4,29,23,268,51,Matches,5a8d6540
781,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,29,1992,16.0,1216,189,676,492,52,31,1216,1,1,100.0,7,0,847,3,Matches,7314bba4
782,Unai Dufur,es ESP,DF,Osasuna,es La Liga,22,1999,1.0,62,6,16,43,3,2,62,0,0,,0,0,34,0,Matches,c261b5dd
783,Denzel Dumfries,nl NED,DF,Inter,it Serie A,25,1996,22.5,1062,35,195,369,510,125,1062,15,30,50.0,39,23,674,123,Matches,481c9ece
784,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,29,1991,2.2,93,8,32,50,12,0,93,0,0,,1,0,37,1,Matches,3fe6bd8c
785,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,28,1993,21.5,1099,18,169,641,310,28,1099,13,23,56.5,26,16,804,55,Matches,528492ea
786,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,29,1991,28.6,2199,281,1182,949,76,36,2199,4,4,100.0,11,3,1571,3,Matches,282f75f3
787,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,29,1992,5.3,333,13,84,179,72,4,333,0,1,0.0,6,4,165,6,Matches,cf623c78
788,Hugo Duro,es ESP,DFMF,Getafe,es La Liga,21,1999,0.1,7,0,0,1,6,4,7,0,0,,0,0,5,1,Matches,37e103f8
789,Hugo Duro,es ESP,FWMF,Valencia,es La Liga,21,1999,20.4,620,25,85,247,292,62,620,13,25,52.0,57,32,408,76,Matches,37e103f8
790,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,24,1997,33.4,2113,126,695,1022,416,32,2113,19,42,45.2,46,21,1192,43,Matches,0cbc8baa
791,Paulo Dybala,ar ARG,FWMF,Juventus,it Serie A,27,1993,22.9,1444,5,154,692,622,86,1442,47,79,59.5,70,28,1091,125,Matches,e0921a4f
792,Edin Džeko,ba BIH,FW,Inter,it Serie A,35,1986,27.4,1129,49,119,501,517,174,1129,17,41,41.5,78,31,882,193,Matches,3bb7f478
793,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,22,1999,21.0,1239,86,530,638,85,6,1239,9,15,60.0,21,2,843,9,Matches,9ba7b4fa
794,Tyronne Ebuehi,ng NGA,DF,Venezia,it Serie A,25,1995,12.6,643,51,275,220,154,16,643,11,20,55.0,15,5,325,25,Matches,6af30900
795,Ederson,br BRA,GK,Manchester City,eng Premier League,27,1993,37.0,1174,911,1164,10,0,0,1174,0,0,,0,0,715,0,Matches,3bb7b8b4
796,Éderson,br BRA,MF,Salernitana,it Serie A,22,1999,12.7,541,22,124,288,141,23,541,19,38,50.0,24,17,350,33,Matches,a9202def
797,Odsonne Édouard,fr FRA,FWMF,Crystal Palace,eng Premier League,23,1998,17.4,670,20,69,298,313,81,669,30,67,44.8,62,27,473,102,Matches,0562b7f1
798,CJ Egan-Riley,eng ENG,DF,Manchester City,eng Premier League,18,2003,0.0,1,1,1,0,0,0,1,0,0,,0,0,0,0,Matches,d313e8ff
799,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,24,1996,24.4,1204,53,239,661,312,34,1204,7,19,36.8,42,22,686,43,Matches,beb882a8
800,Lilian Egloff,de GER,MFDF,Stuttgart,de Bundesliga,18,2002,0.3,16,0,2,7,7,1,16,0,0,,5,0,12,4,Matches,2f7fec15
801,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,26,1995,7.6,474,30,194,201,85,4,474,5,15,33.3,13,6,232,11,Matches,76b2817e
802,Julian Eitschberger,de GER,DF,Hertha BSC,de Bundesliga,17,2004,0.5,38,4,16,18,4,1,38,0,0,,0,0,19,1,Matches,943b9602
803,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,32,1989,18.2,936,51,283,545,123,23,936,15,23,65.2,13,11,511,23,Matches,f503ea63
804,Hugo Ekitike,fr FRA,FWMF,Reims,fr Ligue 1,19,2002,14.1,597,19,74,264,270,66,596,23,47,48.9,66,22,434,77,Matches,5b92d896
805,Jurgen Ekkelenkamp,nl NED,MFFW,Hertha BSC,de Bundesliga,21,2000,8.0,330,3,44,170,120,26,330,6,12,50.0,27,11,219,38,Matches,73d6a176
806,Caleb Ekuban,gh GHA,FWMF,Genoa,it Serie A,27,1994,19.1,675,16,71,321,291,81,675,26,52,50.0,73,38,476,123,Matches,7afbd2c3
807,Anthony Elanga,se SWE,MFFW,Manchester Utd,eng Premier League,19,2002,13.5,613,11,109,212,294,55,613,11,31,35.5,37,15,447,79,Matches,2fba6108
808,Alberth Elis,hn HON,MFFW,Bordeaux,fr Ligue 1,25,1996,15.7,509,11,62,188,265,73,508,16,45,35.6,54,31,365,95,Matches,104b4ad3
809,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,18,2003,3.8,300,1,23,131,148,19,300,2,9,22.2,8,0,225,27,Matches,c8387671
810,Elif Elmas,mk MKD,MFFW,Napoli,it Serie A,21,1999,18.0,982,28,115,510,368,50,982,24,35,68.6,23,23,801,72,Matches,cf007308
811,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,29,1992,9.0,629,33,144,392,96,2,629,0,1,0.0,4,3,466,3,Matches,47a34c4f
812,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,27,1994,23.4,1388,162,682,645,71,14,1388,6,7,85.7,11,1,818,6,Matches,f7dc2ae5
813,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,24,1996,27.0,1988,204,1071,888,41,23,1988,6,7,85.7,9,6,1323,3,Matches,48035304
814,Sepe Elye Wahi,fr FRA,FWMF,Montpellier,fr Ligue 1,18,2003,19.8,427,6,60,135,238,80,427,9,24,37.5,53,15,290,93,Matches,0d7b6576
815,Mohamed Elyounoussi,no NOR,MFFW,Southampton,eng Premier League,26,1994,22.7,921,37,132,364,439,82,921,28,45,62.2,63,38,589,89,Matches,68dc0dac
816,Adri Embarba,es ESP,MFFW,Espanyol,es La Liga,29,1992,22.1,1068,35,191,357,536,45,1068,41,80,51.3,56,38,622,80,Matches,db8f0eba
817,Breel Embolo,ch SUI,FWMF,M'Gladbach,de Bundesliga,24,1997,24.1,861,18,43,445,381,103,861,42,77,54.5,93,63,684,160,Matches,0b4f388a
818,Emerson,br BRA,DFMF,Tottenham,eng Premier League,22,1999,25.4,1739,98,575,659,520,56,1739,17,34,50.0,27,18,1014,91,Matches,df8b52a5
819,Emerson,br BRA,DF,Barcelona,es La Liga,22,1999,1.0,77,1,17,47,13,0,77,0,1,0.0,0,0,54,3,Matches,df8b52a5
820,Renaud Emond,be BEL,MFFW,Nantes,fr Ligue 1,29,1991,2.1,48,2,5,25,18,2,48,0,0,,4,0,30,4,Matches,5c9ac7f0
821,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,24,1997,14.2,328,22,48,144,139,58,327,4,14,28.6,25,12,210,57,Matches,04e17fd5
822,Keita Endo,jp JPN,MF,Union Berlin,de Bundesliga,23,1997,0.6,36,0,5,12,19,4,36,0,1,0.0,2,0,27,5,Matches,1a83027b
823,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,28,1993,32.2,1970,95,493,1145,356,54,1970,34,54,63.0,51,42,1280,57,Matches,c149016b
824,Christian Eriksen,dk DEN,MF,Brentford,eng Premier League,29,1992,10.4,737,18,137,373,236,12,737,8,16,50.0,18,9,475,17,Matches,980522ec
825,Martin Erlic,hr CRO,DF,Spezia,it Serie A,23,1998,28.6,1383,266,888,463,39,29,1383,3,4,75.0,14,2,745,2,Matches,0fee6bda
826,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,28,1993,0.1,10,2,6,3,1,0,10,0,0,,1,0,4,0,Matches,3f79a1c8
827,Gonzalo Escalante,ar ARG,MF,Alavés,es La Liga,28,1993,14.4,579,37,138,333,114,24,579,7,9,77.8,14,14,255,14,Matches,3f79a1c8
828,Aarón Escandell,es ESP,GK,Granada,es La Liga,25,1995,3.2,137,115,137,0,0,0,137,0,0,,0,0,34,0,Matches,67669ce7
829,Sergio Escudero,es ESP,DFMF,Granada,es La Liga,31,1989,15.9,930,48,283,441,211,14,930,3,12,25.0,19,10,409,22,Matches,b0616e3d
830,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,29,1992,37.0,2181,147,770,927,528,46,2181,24,47,51.1,43,21,961,79,Matches,db001fa9
831,Michael Esser,de GER,GK,Bochum,de Bundesliga,33,1987,3.0,146,126,146,0,0,0,146,0,0,,0,0,73,0,Matches,83e0eeb4
832,Estanis,es ESP,FW,Barcelona,es La Liga,17,2003,0.1,4,0,2,2,0,0,4,0,0,,1,0,1,0,Matches,ace50e9f
833,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,19,2002,20.6,1005,152,550,442,21,10,1005,2,3,66.7,12,2,604,2,Matches,1a066e69
834,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,23,1998,17.5,1230,50,346,494,404,30,1230,17,35,48.6,26,14,734,65,Matches,d38fdf53
835,Oghenekaro Etebo,ng NGA,MF,Watford,eng Premier League,25,1995,4.5,204,15,65,130,12,0,204,6,10,60.0,3,2,122,1,Matches,b579e83d
836,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,33,1988,15.0,1145,154,632,483,37,11,1145,2,3,66.7,4,0,747,1,Matches,f8fcd2a5
837,Eberechi Eze,eng ENG,MFFW,Crystal Palace,eng Premier League,23,1998,6.7,374,4,48,189,142,10,374,14,23,60.9,20,10,259,29,Matches,ae4fc6a4
838,Abdessamad Ezzalzouli,ma MAR,FW,Barcelona,es La Liga,19,2001,6.4,299,1,42,77,189,52,299,34,59,57.6,23,12,212,42,Matches,bed68338
839,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,36,1985,37.0,1086,980,1083,3,0,0,1086,0,0,,0,1,414,0,Matches,9328b835
840,Fabinho,br BRA,MF,Liverpool,eng Premier League,27,1993,25.7,1782,41,340,1174,279,20,1780,11,15,73.3,24,13,1229,27,Matches,7f3b388c
